INCI name,EINECS/ELINCS number,Classification,Penalty,Functions,Other language,Other languages,Origin(s),Food additive,Chemical name
ADANSONIA DIGITATA LEAF EXTRACT,294-680-8,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Baobab levél kivonat, Baobab yaprağı özütü, Baobab-Blattextrakt, Baobabblad extract, Ekstrakt lista baobaba, Ekstrakt z liści baobabu, Estratto di foglie di baobab, Extract de frunze de baobab, Extracto de hoja de baobab, Extrait de feuille de Baobab africain, Extrakt z listov baobabu, Extrakt z listů baobabu, Extrato de folha de baobá, Екстракт листа баобаба, Екстракт от листа на баобаб, תמצית עלי באובב, مستخلص أوراق شجرة الباوباب, バオバブ葉エキス, 바오밥 잎 추출물",Vegetal,,
ADANSONIA DIGITATA OIL,294-680-8 / -,Vegetable oil,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Skin conditioning : Maintains skin in good condition']",,"Aceite de baobab, Baobab olaj, Baobab yağı, Baobab-Öl, Baobabolie, Baobabový olej, Huile de Baobab africain, Olejek z baobabu, Olio di baobab, Ulei de baobab, Ulje baobaba, Óleo de baobá, Баобабово уље, Масло от баобаб, שמן באובב, زيت الباوباب, バオバブオイル, 바오밥 오일",Vegetal,,
ADANSONIA DIGITATA SEED OIL,294-680-8,Vegetable oil,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning : Maintains skin in good condition']",,"Aceite de semilla de baobab, Baobab mag olaj, Baobab zaadolie, Baobab çekirdeği yağı, Baobab-Samenöl, Huile de graine de Baobab africain, Olej z nasion baobabu, Olej ze semen baobabu, Olej zo semien baobabu, Olio di semi di baobab, Ulei din semințe de baobab, Ulje sjemenki baobaba, Óleo de semente de baobá, Масло от семена на баобаб, Уље семена баобаба, שמן זרעי באובב, زيت بذور الباوباب, バオバブ種子油, 바오밥씨 오일",Vegetal,,
ADENOSINE,200-389-9,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Adenosin, Adenosina, Adenozin, Adenozină, Adenozyna, Adénosine, adenosin, adenozín, Аденозин, אדנוזין, الأدينوزين, アデノシン, 아데노신",,,
ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER,,Synthetic polymer,"""Medium penalty"" in all categories.","['Film forming : Produces a continuous film on skin, hair or nails']",,"Adipic Acid/Neopentyl Glycol/Trimellitic Anhydride קופולימר, Adipik Asit/Neopentil Glikol/Trimellitik Anhidrit Kopolimeri, Adipinezuur/neopentylglycol/trimellietzuuranhydridecopolymeer, Adipinsav/neopentil-glikol/trimellitsavanhidrid kopolimer, Adipinska kiselina/neopentil glikol/kopolimer trimelitnog anhidrida, Adipinsäure/Neopentylglykol/Trimellitsäureanhydrid-Copolymer, Copolimer acid adipic/neopentil glicol/anhidridă trimelitică, Copolimero di acido adipico/neopentilglicole/anidride trimellitica, Copolymère d'acide adipique/néopentylglycol/anhydride trimellitique, Copolímero de ácido adípico/neopentil glicol/anidrido trimelítico, Copolímero de ácido adípico/neopentilglicol/anhídrido trimelítico, Kopolimer kwasu adypinowego/neopentylowego glikolu/bezwodnika trimelitowego, Kopolymer kyselina adipová/neopentylglykol/trimellitový anhydrid, Kopolymér kyselina adipová/neopentylglykol/anhydrid kyseliny trimellitovej, Адипинска киселина/неопентил гликол/тримелитни анхидрид кополимер, Съполимер на адипинова киселина/неопентил гликол/тримелитен анхидрид, حمض الأديبيك/نيوبنتيل جليكول/كوبوليمر أنهيدريد ثلاثي الميلليت, アジピン酸/ネオペンチルグリコール/トリメリット酸無水物共重合体, 아디프산/네오펜틸글리콜/트리멜리트산 무수물 공중합체",Synthetic,,
AESCULUS HIPPOCASTANUM EXTRACT,232-497-7,,"""No penalty"" in all categories.","['Antioxidant : Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Astringent : Helps tighten skin pores', 'Emollient : Softens and smoothes the skin', 'Skin conditioning : Maintains skin in good condition', 'Skin protecting : Helps to avoid the harmful effects of external factors on the skin']",,"At kestanesi çekirdeği özütü, Ekstrakt sjemenki divljeg kestena, Ekstrakt z nasion kasztanowca, Estratto di semi di ippocastano, Extract din semințe de castan de cal, Extract van paardenkastanjezaad, Extracto de semilla de castaño de indias, Extrait de graine de marronnier d'Inde, Extrakt ze semen jírovce, Extrakt zo semien pagaštanu konského, Extrato de semente de castanha da Índia, Rosskastanien-Extrakt, Vadgesztenye mag kivonat, Екстракт от семена на конски кестен, Екстракт семена дивљег кестена, תמצית זרעי ערמון סוס, مستخلص بذور كستناء الحصان, セイヨウトチノキ種子エキス, 밤나무씨앗추출물",Vegetal,,
AESCULUS HIPPOCASTANUM SEED EXTRACT,232-497-7,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"At kestanesi çekirdeği özütü, Ekstrakt sjemenki divljeg kestena, Ekstrakt z nasion kasztanowca, Estratto di semi di ippocastano, Extract din semințe de castan de cal, Extract van paardenkastanjezaad, Extracto de semilla de castaño de indias, Extrait de graine de marronnier d'Inde, Extrakt ze semen jírovce, Extrakt zo semien pagaštanu konského, Extrato de semente de castanha da Índia, Rosskastaniensamenextrakt, Vadgesztenye mag kivonat, Екстракт от семена на конски кестен, Екстракт семена дивљег кестена, תמצית זרעי ערמון סוס, مستخلص بذور كستناء الحصان, セイヨウトチノキ種子エキス, 밤나무씨앗추출물",Vegetal,,
AGAVE TEQUILANA LEAF EXTRACT,-,,"""No penalty"" in all categories.",['Astringent : Helps tighten skin pores'],,"Blauer Agavenblattextrakt, Ekstrakt lista plave agave, Ekstrakt z liści agawy niebieskiej, Estratto di foglie di agave blu, Extract de frunze de agave albastră, Extract van blauwe agavebladeren, Extracto de hoja de agave azul, Extrait de feuille d'Agave bleu, Extrakt z listov modrej agáve, Extrakt z listů modré agáve, Extrato de folha de agave azul, Kék agave levél kivonat, Mavi Agave yaprağı özütü, Екстракт листа плаве агаве, Екстракт от листа на синьо агаве, תמצית עלי אגבה כחולה, مستخلص أوراق الصبار الأزرق, ブルーアガベ葉エキス, 블루 아가베 잎 추출물",,,
AJUGA REPTANS CELL CULTURE EXTRACT,291-050-4,,"""No penalty"" in all categories.","['Antioxidant : Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Bleaching : Lightens hair and complexion shades', 'Chelating : Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products']",,,Vegetal,,
ALANINE,206-126-4 / 200-273-8,,"""No penalty"" in all categories.","['Antistatic : Reduces static electricity by neutralizing electrical charge on a surface', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning : Maintains skin in good condition']",,"Alanin, Alanina, alanin, alanín, Аланин, אלנין, ألانين, アラニン, 알라닌",,E639,
ALARIA ESCULENTA EXTRACT,-,,"""No penalty"" in all categories.","['Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin protecting : Helps to avoid the harmful effects of external factors on the skin']",,"Barna alga kivonat, Braunalgenextrakt, Bruine algenextract, Ekstrakt smeđe alge, Ekstrakt z alg brunatnych, Estratto di alghe brune, Extract de alge brune, Extracto de algas pardas, Extrait d'Alaria esculenta (Algue), Extrakt z hnědých řas, Extrato de algas marrons, Kahverengi alg özütü, Výťažok z hnedých rias, Екстракт от кафяви водорасли, Екстракт смеђих алги, תמצית אצות חומות, مستخلص الطحالب البنية, 褐藻エキス, 갈조류 추출물",,,
ALBIZIA JULIBRISSIN BARK EXTRACT,-,,"""No penalty"" in all categories.","['Masking : Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning : Maintains skin in good condition']",,"Ekstrakt kore perzijske svile, Ekstrakt z kory drzewa jedwabistego perskiego, Estratto di corteccia di albero di seta persiano, Extract de scoarță de copac de mătase persană, Extract van de schors van de Perzische Zijdeboom, Extracto de corteza de árbol de seda persa, Extrait d'écorce d'Arbre à soie, Extrakt z kôry perzského hodvábu, Extrakt z kůry perského hedvábí, Extrato de casca de árvore de seda persa, Farsça İpek Ağacı kabuğu özütü, Persischer Seidenbaumrindenextrakt, Perzsa selyemfa kéreg kivonat, Екстракт коре персијског дрвета свиле, Екстракт от кората на персийското копринено дърво, תמצית קליפת עץ המשי הפרסי, مستخلص لحاء شجرة الحرير الفارسي, ペルシャネムノキ樹皮エキス, 페르시아 실크나무껍질 추출물",,,
ALCOHOL,200-578-6,Alcohol,"""Low penalty"" in all categories.","['Antifoaming : Removes foam during manufacturing / reduces foam formation in liquid finished products', 'Antimicrobial : Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Astringent : Helps tighten skin pores', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Solvent : Dissolves other substances', 'Viscosity controlling : Increases or decreases the viscosity of cosmetics']",,"Alcool, Alkohol, Alkol, Álcool, Алкохол, כּוֹהֶל, الكحول, アルコール, 알코올","Vegetal, Synthetic",E1510,
ALCOHOL DENAT.,200-578-6,Alcohol,"""Low penalty"" in all categories.","['', '', '', '', '', '']",,"Alcohol desnaturalizado, Alcool denaturat, Alcool denaturato, Alcool dénaturé, Alkohol skażony, Denaturierter Alkohol, Denaturirani alkohol, Denaturovaný lieh, Denaturovaný líh, Denaturált alkohol, Denatüre alkol, Gedenatureerde alcohol, Álcool desnaturado, Денатуриран алкохол, Денатурисани алкохол, אלכוהול מפוגל, الكحول المشوّه, 変性アルコール, 변성 알코올","Vegetal, Synthetic",,
ALCOHOL DENAT. SD ALCOHOL 38-B,,Alcohol,"""Low penalty"" in all categories.",['Solvent : Dissolves other substances'],,,"Vegetal, Synthetic",,
ALCOHOL DENAT. SD ALCOHOL 40-B,,Alcohol,"""Low penalty"" in all categories.",['Solvent : Dissolves other substances'],,,"Vegetal, Synthetic",,
ALEURITES MOLUCCANA SEED OIL,,Vegetable oil,"""No penalty"" in all categories.",[],,"Aceite de nuez Kukui, Huile de graine de Bancoulier, Kukui Nussöl, Kukui dióolaj, Kukui fındık yağı, Kukui ořechový olej, Kukui-nootolie, Olej z kukui orechov, Olej z orzechów kukui, Olio di noci Kukui, Ulei de nuci Kukui, Ulje Kukui oraha, Óleo de noz de Kukui, Кукуи орахово уље, Масло от ядки Кукуи, שמן אגוזי קוקוי, زيت جوز الكوكي, ククイナッツオイル, 쿠쿠이 너트 오일",Vegetal,,
ALEURITES MOLUCCANUS SEED OIL,,Vegetable oil,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Aceite de semilla de kukui, Huile de graine de bancoulier, Kukui mag olaj, Kukui tohumu yağı, Kukui-Samenöl, Kukui-zaadolie, Olej z nasion kukui, Olej ze semen Kukui, Olej zo semien Kukui, Olio di semi di Kukui, Ulei de semințe de Kukui, Ulje Kukui sjemenki, Óleo de semente de kukui, Кукуи семе уље, Масло от семена на Кукуи, שמן זרעי קוקוי, زيت بذور الكوكي, ククイ種子油, 쿠쿠이씨드오일",Vegetal,,
ALGAE EXTRACT,295-780-4 / -,,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Humectant : Maintains water content of a cosmetic both in its packaging and on the skin', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Oral care/hygiene agent : Provides cosmetic effects to the oral cavity (cleaning, deodorization and protection)', 'Skin conditioning - miscellaneous : Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness.']",,"Algenextrakt, Deniz yosunu özütü, Ekstrakt morskih algi, Ekstrakt z wodorostów, Estratto di alghe, Extract de alge marine, Extracto de algas, Extrait d'algues, Extrakt z mořských řas, Extrato de algas marinhas, Tengeri alga kivonat, Výťažok z morských rias, Zeewier extract, Екстракт морских алги, Екстракт от морски водорасли, תמצית אצות, مستخلص الأعشاب البحرية, 海藻エキス, 해초추출물",,,
ALGIN,,Natural or hemisynthesis polymer,"""No penalty"" in all categories.","['Binding agent : Allows the cohesion of different cosmetic ingredients', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Viscosity controlling : Increases or decreases the viscosity of cosmetics']",,"Alginat de sodiu, Alginate de sodium, Alginato de sodio, Alginato de sódio, Alginato di sodio, Alginian sodu, Alginát sodný, Natrijev alginat, Natriumalginaat, Natriumalginat, Nátrium-alginát, Sodyum aljinat, Натриев алгинат, Натријум алгинат, נתרן אלגינט, ألجينات الصوديوم, アルギン酸ナトリウム, 알긴산나트륨","Vegetal, Synthetic",E401,
ALIPHATIC URETHANE ACRYLATE,,Synthetic polymer,"""Medium penalty"" in all categories.",[],,,Synthetic,,
ALIPHATIC URETHANE METHACRYLATE,,Synthetic polymer,"""Medium penalty"" in all categories.",[],,,Synthetic,,
ALKYL DIMETHYL BETAINE,,"Quaternary ammonium cation, Amphoteric surfactant","""Medium penalty"" in all categories.",[],,,,,
ALLANTOIN,202-592-8,,"""No penalty"" in all categories.","['Skin conditioning : Maintains skin in good condition', 'Skin protecting : Helps to avoid the harmful effects of external factors on the skin', 'Soothing : Helps to reduce the skin or scalp discomfort']",,"Alantoina, Alantoín, Alantoína, Allantoïne, alantoin, allantoina, Алантоин, алантоин, אלנטואין, ألانتوين, アラントイン, 알란토인","Vegetal, Animal, Synthetic",,
ALLIUM CEPA BULB EXTRACT,232-498-2,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Cibulový extrakt, Cibuľový extrakt, Ekstrakt luka, Ekstrakt z cebuli, Estratto di cipolla, Extract de ceapă, Extracto de cebolla, Extrait d'oignon, Extrato de cebola, Hagyma kivonat, Soğan özütü, Uienextract, Zwiebelextrakt, Екстракт лука, Екстракт от лук, תמצית בצל, مستخلص البصل, タマネギ抽出物, 양파 추출물",Vegetal,,
ALLIUM SATIVUM BULB EXTRACT,232-371-1,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Cesnakový extrakt, Ekstrakt z czosnku, Ekstrakt češnjaka, Estratto di aglio, Extract de usturoi, Extracto de ajo, Extrait d'ail, Extrato de alho, Fokhagyma kivonat, Knoblauchextrakt, Knoflook extract, Sarımsak özü, Česnekový extrakt, Екстракт белог лука, Екстракт от чесън, תמצית שום, مستخلص الثوم, ニンニクエキス, 마늘 추출물",Vegetal,,
ALLYL CAPROATE,204-642-4,Regulated,"""Low penalty"" in all categories.","['Astringent : Helps tighten skin pores', 'Emollient : Softens and smoothes the skin', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Perfuming : Used for perfume and aromatic raw materials']",,,,,
ALLYL CYCLOHEXYLPROPIONATE,220-292-5,Regulated,"""Low penalty"" in all categories.",['Perfuming : Used for perfume and aromatic raw materials'],,,,,
ALLYL HEPTANOATE,205-527-1,Regulated,"""Low penalty"" in all categories.",['Perfuming : Used for perfume and aromatic raw materials'],,,,,
ALLYL HEPTINE CARBONATE,277-303-1,Regulated,"""Low penalty"" in all categories.",['Perfuming : Used for perfume and aromatic raw materials'],,,,,
ALLYL PHENOXYACETATE,231-335-2,Regulated,"""Low penalty"" in all categories.",['Perfuming : Used for perfume and aromatic raw materials'],,,,,
ALOE BARBADENSIS EXTRACT,287-390-8 / 305-181-2,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Aloe Vera Extrakt, Aloe vera kivonat, Aloe vera özütü, Aloë vera-extract, Ekstrakt aloe vere, Ekstrakt z aloesu, Estratto di aloe vera, Extract de aloe vera, Extracto de aloe vera, Extrait d'aloès, Extrakt z aloe vera, Extrato de aloe vera, Екстракт алое вере, Екстракт от алое вера, תמצית אלוורה, مستخلص الصبار, アロエベラエキス, 알로에베라 추출물",Vegetal,,
ALOE BARBADENSIS FLOWER EXTRACT,287-390-8 / 305-181-2,,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Skin conditioning : Maintains skin in good condition']",,"Aloe Vera Blütenextrakt, Aloe vera virág kivonat, Aloe vera çiçeği özütü, Aloë vera-bloemextract, Ekstrakt cvijeta aloe vere, Ekstrakt z kwiatów aloesu, Estratto di fiori di aloe vera, Extract din flori de aloe vera, Extracto de flor de aloe vera, Extrait de fleur d'aloès, Extrakt z květů aloe vera, Extrato de flor de aloe vera, Výťažok z kvetov aloe vera, Екстракт от цветя на алое вера, Екстракт цвета алое вере, תמצית פרחי אלוורה, مستخلص زهرة الصبار, アロエベラ花エキス, 알로에베라 꽃 추출물",Vegetal,,
